 #Reference     Predicted       Error     structure_no 
   0.00018300    0.28275036    0.28256736            31
   0.00374400    0.42508442    0.42134042            31
   0.00004500   -0.45143785    0.45148285            31
  -0.00215100    0.24155680    0.24370780            31
  -0.01897700    2.75227984    2.77125684            31
   0.00408600    1.74819512    1.74410912            31
   0.00541000   -3.88029647    3.88570647            31
   0.00149000    0.15752827    0.15603827            31
  -0.00274000    2.26409677    2.26683677            31
  -0.00113900   -1.30119486    1.30005586            31
  -0.00738800    0.70262067    0.71000867            31
   0.00207600   -2.11899436    2.12107036            31
  -0.00565200   -0.94500968    0.93935768            31
   0.00429900    1.35925551    1.35495651            31
  -0.00049600   -2.04835332    2.04785732            31
   0.01644500   -4.06815376    4.08459876            31
  -0.00355900   -0.46235913    0.45880013            31
  -0.00753900    0.49568787    0.50322687            31
   0.00129600   -0.20707664    0.20837264            31
   0.00405400    0.12473821    0.12068421            31
  -0.00142500   -0.53574345    0.53431845            31
  -0.00058600   -0.51947586    0.51888986            31
   0.04369300    2.41743956    2.37374656            31
  -0.03121000    2.02660843    2.05781843            31
   0.03921400   -4.01940846    4.05862246            31
   0.00093600    0.53167310    0.53073710            31
  -0.00729400    4.16773960    4.17503360            31
   0.00203400   -2.66122392    2.66325792            31
   0.00038800   -0.16942019    0.16980819            31
   0.00614000   -4.35759387    4.36373387            31
   0.00339300   -3.10784018    3.11123318            31
  -0.00370100   -0.77972863    0.77602763            31
  -0.01169400   -2.55122660    2.53953260            31
  -0.01431200   -6.21619972    6.20188772            31
   0.00402400    0.35325416    0.34923016            31
  -0.00485500    0.63518878    0.64004378            31
  -0.00136400   -0.41773883    0.41637483            31
   0.00514700   -0.57519434    0.58034134            31
   0.01135000   -0.12918829    0.14053829            31
   0.01812700    0.26682574    0.24869874            31
   0.01115400   -2.36062969    2.37178369            31
   0.00324900    2.28337800    2.28012900            31
  -0.01383700   -5.21978754    5.20595054            31
  -0.00050400   -0.40423476    0.40373076            31
  -0.00571400   -0.64037292    0.63465892            31
   0.00260500    0.28251483    0.27990983            31
  -0.00368700    0.58350472    0.58719172            31
  -0.01261200    0.55735203    0.56996403            31
  -0.01144100    0.75545445    0.76689545            31
  -0.00650400    0.88293333    0.88943733            31
  -0.00715200   -0.83391422    0.82676222            31
  -0.00214700   -0.64582465    0.64367765            31
   0.00501700   -0.46197569    0.46699269            31
  -0.00906100    0.45069360    0.45975460            31
  -0.00083900   -0.32283786    0.32199886            31
   0.13576500    0.02131534    0.11444966            31
  -0.03549200   -0.66310302    0.62761102            31
   0.11697100   -0.54724028    0.66421128            31
   0.00587900   -0.43321291    0.43909191            31
  -0.00034900    1.34782482    1.34817382            31
  -0.00010600   -1.23507588    1.23496988            31
   0.00032000    0.50895223    0.50863223            31
   0.00049900   -0.70859130    0.70909030            31
   0.00243800    0.86297855    0.86054055            31
  -0.04130600   -0.56906755    0.52776155            31
   0.00100200    0.73343478    0.73243278            31
   0.00458800   -0.17765386    0.18224186            31
  -0.00513300    0.28942120    0.29455420            31
   0.00967300   -1.12329944    1.13297244            31
  -0.00769900    2.36362540    2.37132440            31
   0.00787300    0.33571749    0.32784449            31
  -0.00380800    0.58351599    0.58732399            31
   0.01107800   -0.82881081    0.83988881            31
  -0.02877400   -0.73562991    0.70685591            31
   0.00902500   -0.38224022    0.39126522            31
   0.04262900   -0.02288484    0.06551384            31
   0.00018400   -0.74123958    0.74142358            31
   0.00672100    0.83487486    0.82815386            31
   0.00445900    0.35633713    0.35187813            31
   0.00427300    1.73511719    1.73084419            31
  -0.00865900    2.32904174    2.33770074            31
   0.00146200   -0.95387055    0.95533255            31
  -0.00469300    1.91055843    1.91525143            31
  -0.00808600   -2.21784859    2.20976259            31
  -0.00136200   -0.65245683    0.65109483            31
   0.00152800    0.49726176    0.49573376            31
   0.00777800   -1.19124299    1.19902099            31
  -0.00092600    4.83499177    4.83591777            31
  -0.00086000    0.40551583    0.40637583            31
  -0.00009400    0.40066732    0.40076132            31
   0.00154500    0.65475115    0.65320615            31
   0.03651300    0.47038276    0.43386976            31
   0.02096400   -0.58361592    0.60457992            31
  -0.02445400    0.38974701    0.41420101            31
  -0.00333700    0.28510205    0.28843905            31
  -0.00193000    0.84848580    0.85041580            31
   0.00778600   -0.15276809    0.16055409            31
   0.00105400    0.43081453    0.42976053            31
  -0.00527300   -0.80623790    0.80096490            31
  -0.00629600    0.31727309    0.32356909            31
  -0.01133600   -0.90476462    0.89342862            31
   0.00523700    0.29334912    0.28811212            31
  -0.00395300    0.34730472    0.35125772            31
   0.00347900   -0.52940721    0.53288621            31
   0.00722000   -0.96725049    0.97447049            31
   0.00338200    0.37339151    0.37000951            31
   0.00073000    0.46658599    0.46585599            31
  -0.00061500    0.69115687    0.69177187            31
   0.00279200   -0.26148305    0.26427505            31
   0.00697200   -0.23632437    0.24329637            31
   0.00168900   -0.43645994    0.43814894            31
   0.01087300    0.09109407    0.08022107            31
  -0.00281200    0.79061472    0.79342672            31
   0.00021400    0.91298171    0.91276771            31
  -0.01083000    1.44979097    1.46062097            31
   0.00162400   -0.01527709    0.01690109            31
  -0.01005300   -0.62445557    0.61440257            31
  -0.00045700   -0.16343929    0.16298229            31
   0.04411100    0.66147889    0.61736789            31
   0.02993500    0.35690795    0.32697295            31
  -0.06044900   -0.35160449    0.29115549            31
  -0.03651600    2.78469208    2.82120808            31
  -0.01222100   -1.46040638    1.44818538            31
   0.00355300    2.69829533    2.69474233            31
   0.00222800    0.09400035    0.09177235            31
  -0.01503500    0.39056694    0.40560194            31
   0.00067400    0.79222717    0.79155317            31
  -0.01101200    0.35470653    0.36571853            31
  -0.18558100   -0.57185558    0.38627458            31
  -0.43344100    0.76733051    1.20077151            31
  -0.00453500    1.89555709    1.90009209            31
   0.01009500    1.92553008    1.91543508            31
  -0.00435000    3.26885353    3.27320353            31
  -0.00120800   -0.41386963    0.41266163            31
  -0.00726200   -0.52547890    0.51821690            31
  -0.00833800    0.31030767    0.31864567            31
  -0.16230200   -0.04332442    0.11897758            31
   0.09666300    0.08680630    0.00985670            31
  -0.13115000    1.04371961    1.17486961            31
  -0.00134300    1.75991566    1.76125866            31
   0.01883700   -2.10975930    2.12859630            31
  -0.00659900    3.94794894    3.95454794            31
  -0.00639600   -0.97819052    0.97179452            31
  -0.01482600    0.60336766    0.61819366            31
  -0.00100500    0.21090616    0.21191116            31
  -0.00621800    0.55029496    0.55651296            31
  -0.00409400   -0.74022697    0.73613297            31
   0.02167300   -0.76061126    0.78228426            31
  -0.01005200    0.29634609    0.30639809            31
   0.02340600    2.61827032    2.59486432            31
   0.01552100    5.95907560    5.94355460            31
   0.00057900    0.17585071    0.17527171            31
  -0.00358200    4.12904026    4.13262226            31
   0.00248000    1.80278503    1.80030503            31
  -0.00666200    0.20218988    0.20885188            31
   0.00511800    0.49009244    0.48497444            31
   0.00600400   -0.12339666    0.12940066            31
   0.00540300    0.44274505    0.43734205            31
  -0.00046300   -0.60585935    0.60539635            31
   0.01148100    0.58401871    0.57253771            31
  -0.00514800    0.00715154    0.01229954            31
   0.00504300    0.42224567    0.41720267            31
  -0.00197200    0.29596953    0.29794153            31
   0.01076300    0.46582574    0.45506274            31
  -0.01407900   -0.53246929    0.51839029            31
   0.00238200    0.22083087    0.21844887            31
   0.01261100    2.28484793    2.27223693            31
   0.00072700    1.12626990    1.12554290            31
   0.01681900   -0.17030435    0.18712335            31
